CINR;Ciner Resources LP Common Units representing Limited Partner Interests;;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CIO;City Office REIT Inc. Common Stock;;Consumer Services;Real Estate Investment Trusts
CIO^A;City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock;;;
CIR;CIRCOR International Inc. Common Stock;United States;Capital Goods;Metal Fabrications
CIT;CIT Group Inc (DEL) Common Stock;United States;Finance;Major Banks
CIT^B;CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock Series B;United States;;
CIXX;CI Financial Corp. Common Shares;;Finance;Investment Managers
CKH;SEACOR Holdings Inc. Common Stock;United States;Transportation;Marine Transportation
CL;Colgate-Palmolive Company Common Stock;United States;Consumer Non-Durables;Package Goods/Cosmetics
CLA;Colonnade Acquisition Corp. Class A Ordinary Shares;United States;Capital Goods;Industrial Machinery/Components
CLB;Core Laboratories N.V. Common Stock;Netherlands;Energy;Oilfield Services/Equipment
CLDR;Cloudera Inc. Common Stock;Canada;Technology;Computer Software: Prepackaged Software
CLDT;Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest;United States;Consumer Services;Real Estate Investment Trusts
CLF;Cleveland-Cliffs Inc. Common Stock;United States;Basic Industries;Precious Metals
CLGX;CoreLogic Inc. Common Stock;United States;Technology;EDP Services
CLH;Clean Harbors Inc. Common Stock;United States;Basic Industries;Environmental Services
CLI;Mack-Cali Realty Corporation Common Stock;United States;Consumer Services;Real Estate Investment Trusts
CLII;Climate Change Crisis Real Impact I Acquisition Corporation Class A Common Stock;United States;Finance;Business Services
CLNC;Colony Credit Real Estate Inc. Class A Common Stock;;Consumer Services;Real Estate Investment Trusts
CLNY;Colony Capital Inc.;United States;Consumer Services;Real Estate Investment Trusts
CLNY^G;Colony Capital Inc. 7.50% Series G cumulative redeemable perpetual preferred stock;United States;;
CLNY^H;Colony Capital Inc. 7.125% Series H cumulative redeemable perpetual preferred stock;United States;;
CLNY^I;Colony Capital Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock;United States;;
CLNY^J;Colony Capital Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock;United States;;
CLPR;Clipper Realty Inc. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
CLR;Continental Resources Inc. Common Stock;United States;Energy;Oil & Gas Production
CLS;Celestica Inc. Common Stock;Canada;Technology;Electrical Products
CLVT;Clarivate Plc Ordinary Shares;;Technology;EDP Services
CLW;Clearwater Paper Corporation Common Stock;United States;Basic Industries;Paper
CLX;Clorox Company (The) Common Stock;United States;Consumer Durables;Specialty Chemicals
CM;Canadian Imperial Bank of Commerce Common Stock;Canada;Finance;Commercial Banks
CMA;Comerica Incorporated Common Stock;United States;Finance;Major Banks
CMC;Commercial Metals Company Common Stock;United States;Basic Industries;Steel/Iron Ore
CMCM;Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares;;Technology;Computer Software: Prepackaged Software
CMD;Cantel Medical Corp. Common Stock;United States;Health Care;Medical/Dental Instruments
CMG;Chipotle Mexican Grill Inc. Common Stock;United States;Consumer Services;Restaurants
CMI;Cummins Inc. Common Stock;United States;Energy;Industrial Machinery/Components
CMO;Capstead Mortgage Corporation Common Stock;United States;Consumer Services;Real Estate Investment Trusts
CMO^E;Capstead Mortgage Corporation Pfd Ser E;United States;;
CMP;Compass Minerals Intl Inc Common Stock;United States;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CMRE;Costamare Inc. Common Stock $0.0001 par value;Greece;Transportation;Marine Transportation
CMRE^B;Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands);Greece;;
CMRE^C;Costamare Inc. Perpetual Preferred Series C (Marshall Islands);Greece;;
CMRE^D;Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock;Greece;;
CMRE^E;Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001;Greece;;
CMS;CMS Energy Corporation Common Stock;United States;Public Utilities;Power Generation
CMS^B;CMS Energy Corporation Preferred Stock;United States;Public Utilities;Power Generation
CMSA;CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078;United States;Public Utilities;Power Generation
CMSC;CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078;United States;Public Utilities;Power Generation
CMSD;CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079;United States;Public Utilities;Power Generation
CMU;MFS Municipal Income Trust Common Stock;United States;;
CNA;CNA Financial Corporation Common Stock;United States;Finance;Property-Casualty Insurers
CNC;Centene Corporation Common Stock;United States;Health Care;Medical Specialities
CND;Concord Acquisition Corp. Class A Common Stock;;Finance;Business Services
CNF;CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares;;Finance;Finance: Consumer Services
CNHI;CNH Industrial N.V. Common Shares;;Capital Goods;Construction/Ag Equipment/Trucks
CNI;Canadian National Railway Company Common Stock;Canada;Transportation;Railroads
CNK;Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock;United States;Consumer Services;Movies/Entertainment
CNMD;CONMED Corporation Common Stock;United States;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNE;Cannae Holdings Inc. Common Stock;;Consumer Services;Restaurants
CNO;CNO Financial Group Inc. Common Stock;United States;Finance;Accident &Health Insurance
CNO^A;CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060;United States;;
CNP;CenterPoint Energy Inc (Holding Co) Common Stock;United States;Public Utilities;Electric Utilities: Central
CNP^B;CenterPoint Energy Inc. Depositary Shares Each Representing a 1/20th Interest in a Share of 7.00% Series B Mandatory Convertible Preferred Stock;United States;;
CNQ;Canadian Natural Resources Limited Common Stock;Canada;Energy;Oil & Gas Production
CNR;Cornerstone Building Brands Inc. Common Stock;United States;Capital Goods;Metal Fabrications
CNS;Cohen & Steers Inc Common Stock;United States;Finance;Investment Managers
CNX;CNX Resources Corporation Common Stock;United States;Energy;Oil & Gas Production
CO;Global Cord Blood Corporation Common Stock;Hong Kong;Health Care;Misc Health and Biotechnology Services
CODI;D/B/A Compass Diversified Holdings Shares of Beneficial Interest;United States;Consumer Durables;Home Furnishings
CODI^A;Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings;United States;;
CODI^B;Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings;United States;;
CODI^C;Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares;United States;;
COE;China Online Education Group American depositary shares each representing 15 Class A ordinary shares;China;Consumer Services;Other Consumer Services
COF;Capital One Financial Corporation Common Stock;United States;Finance;Major Banks
COF^G;Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series G;United States;;
COF^H;Capital One Financial Corporation Depositary Shares Each Representing 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series H;United States;;
COF^I;Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer;United States;;
COF^J;Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J;United States;;
COF^K;Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K;United States;;
COG;Cabot Oil & Gas Corporation Common Stock;United States;Energy;Oil & Gas Production
COLD;Americold Realty Trust Common Shares;United States;Consumer Services;Real Estate Investment Trusts
COO;The Cooper Companies Inc. Common Stock;United States;Health Care;Ophthalmic Goods
COP;ConocoPhillips Common Stock;United States;Energy;Integrated oil Companies
COR;CoreSite Realty Corporation Common Stock;United States;Consumer Services;Real Estate Investment Trusts
CORR;CorEnergy Infrastructure Trust Inc. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
CORR^A;CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock;United States;;
COTY;Coty Inc. Class A Common Stock;United States;Consumer Non-Durables;Package Goods/Cosmetics
CP;Canadian Pacific Railway Limited Common Stock;Canada;Transportation;Railroads
CPA;Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock;Panama;Transportation;Air Freight/Delivery Services
CPAC;Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares);Peru;Capital Goods;Building Materials
CPB;Campbell Soup Company Common Stock;United States;Consumer Non-Durables;Packaged Foods
CPE;Callon Petroleum Company Common Stock;United States;Energy;Oil & Gas Production
CPF;Central Pacific Financial Corp New;United States;Finance;Major Banks
CPG;Crescent Point Energy Corporation Ordinary Shares (Canada);Canada;Energy;Oil & Gas Production
CPK;Chesapeake Utilities Corporation Common Stock;United States;Public Utilities;Oil & Gas Production
CPLG;CorePoint Lodging Inc. Common Stock ;;Consumer Services;Real Estate Investment Trusts
CPRI;Capri Holdings Limited Ordinary Shares;Hong Kong;Consumer Non-Durables;Apparel
CPS;Cooper-Standard Holdings Inc. Common Stock;United States;Capital Goods;Auto Parts:O.E.M.
CPSR;Capstar Special Purpose Acquisition Corp. Class A Common Stock;;Finance;Business Services
CPT;Camden Property Trust Common Stock;United States;Consumer Services;Real Estate Investment Trusts
CR;Crane Co. Common Stock;United States;Capital Goods;Metal Fabrications
CRC;California Resources Corporation Common Stock;;Energy;Oil & Gas Production
CRD/A;Crawford & Company;United States;;
CRD/B;Crawford & Company;United States;;
CRH;CRH PLC American Depositary Shares;Ireland;Capital Goods;Building Materials
CRHC;Cohn Robbins Holdings Corp. Class A Ordinary Shares;United States;Finance;Business Services
CRI;Carter's Inc. Common Stock;United States;Consumer Non-Durables;Apparel
CRK;Comstock Resources Inc. Common Stock;United States;Energy;Oil & Gas Production
CRL;Charles River Laboratories International Inc. Common Stock;United States;Health Care;Biotechnology: Commercial Physical & Biological Resarch
CRM;Salesforce.com Inc Common Stock;United States;Technology;Computer Software: Prepackaged Software
CRS;Carpenter Technology Corporation Common Stock;United States;Basic Industries;Steel/Iron Ore
CRT;Cross Timbers Royalty Trust Common Stock;United States;Energy;Oil & Gas Production
CRY;CryoLife Inc. Common Stock;United States;Health Care;Medical/Dental Instruments
CS;Credit Suisse Group American Depositary Shares;Switzerland;Finance;Investment Bankers/Brokers/Service
CSL;Carlisle Companies Incorporated Common Stock;United States;Basic Industries;Specialty Chemicals
CSLT;Castlight Health Inc. Class B Common Stock;;Technology;EDP Services
CSPR;Casper Sleep Inc. Common Stock;;Consumer Durables;Home Furnishings
CSR;D/B/A Centerspace Common Stock;United States;;
CSR^C;D/B/A Centerspace 6.625% Series C ;United States;;
CSTM;Constellium SE Ordinary Shares (France);Netherlands;Basic Industries;Metal Fabrications
CSU;Capital Senior Living Corporation Common Stock;United States;Health Care;Hospital/Nursing Management
CSV;Carriage Services Inc. Common Stock;United States;Consumer Services;Other Consumer Services
CTA^A;E.I. du Pont de Nemours and Company Preferred Stock;United States;;
CTA^B;E.I. du Pont de Nemours and Company Preferred Stock;United States;;
CTAA;Qwest Corporation 7% Notes due 2056;United States;Public Utilities;Telecommunications Equipment
CTAC;Cerberus Telecom Acquisition Corp. Class A Ordinary Shares;United States;Finance;Business Services
CTB;Cooper Tire & Rubber Company Common Stock;United States;Consumer Durables;Automotive Aftermarket
CTBB;Qwest Corporation 6.5% Notes due 2056;United States;Public Utilities;Telecommunications Equipment
CTDD;Qwest Corporation 6.75% Notes due 2057;United States;Public Utilities;Telecommunications Equipment
CTK;CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares;;Technology;EDP Services
CTLT;Catalent Inc. Common Stock;United States;Health Care;Major Pharmaceuticals
CTO;CTO Realty Growth Inc. Common Stock;United States;Finance;Real Estate
CTR;ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock;United States;;
CTS;CTS Corporation Common Stock;United States;Technology;Electrical Products
CTT;CatchMark Timber Trust Inc. Class A Common Stock;United States;Consumer Services;Real Estate Investment Trusts
CTVA;Corteva Inc. Common Stock ;;Consumer Non-Durables;Farming/Seeds/Milling
CUB;Cubic Corporation Common Stock;United States;Capital Goods;Industrial Machinery/Components
CUBB;Customers Bancorp Inc 5.375% Subordinated Notes Due 2034;United States;Finance;Major Banks
CUBE;CubeSmart Common Shares;United States;Consumer Services;Real Estate Investment Trusts
CUBI;Customers Bancorp Inc Common Stock;United States;Finance;Major Banks
CUBI^C;Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series C;United States;;
CUBI^D;Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D;United States;;
CUBI^E;Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E;United States;;
CUBI^F;Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F;United States;;
CUK;Carnival Plc ADS ADS;United States;Consumer Services;Marine Transportation
CULP;Culp Inc. Common Stock;United States;Basic Industries;Textiles
CURO;CURO Group Holdings Corp. Common Stock;;Finance;Finance: Consumer Services
CUZ;Cousins Properties Incorporated Common Stock;United States;Consumer Services;Real Estate Investment Trusts
CVA;Covanta Holding Corporation Common Stock;United States;Basic Industries;Electric Utilities: Central
CVE;Cenovus Energy Inc Common Stock;Canada;Energy;Oil & Gas Production
CVEO;Civeo Corporation (Canada) Common Shares;;Consumer Services;Hotels/Resorts
CVI;CVR Energy Inc. Common Stock;United States;Energy;Integrated oil Companies
CVNA;Carvana Co. Class A Common Stock;United States;Consumer Durables;Automotive Aftermarket
CVS;CVS Health Corporation Common Stock;United States;Health Care;Medical/Nursing Services
CVX;Chevron Corporation Common Stock;United States;Energy;Integrated oil Companies
CW;Curtiss-Wright Corporation Common Stock;United States;Technology;Industrial Machinery/Components
CWEN;Clearway Energy Inc. Class C Common Stock;United States;Public Utilities;Electric Utilities: Central
CWH;Camping World Holdings Inc. Class A Commom Stock;United States;Consumer Durables;Automotive Aftermarket
CWK;Cushman & Wakefield plc Ordinary Shares;;Finance;Real Estate
CWT;California Water Service Group Common Stock;United States;Public Utilities;Water Supply
CX;Cemex S.A.B. de C.V. Sponsored ADR;Mexico;Capital Goods;Building Materials
CXE;MFS High Income Municipal Trust Common Stock;United States;;
CXH;MFS Investment Grade Municipal Trust Common Stock;United States;;
CXP;Columbia Property Trust Inc. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
CXW;CoreCivic Inc. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
CYD;China Yuchai International Limited Common Stock;Singapore;Energy;Industrial Machinery/Components
CYH;Community Health Systems Inc. Common Stock;United States;Health Care;Hospital/Nursing Management
CZZ;Cosan Limited Class A Common Stock;Brazil;Consumer Non-Durables;Specialty Foods
D;Dominion Energy Inc. Common Stock;United States;Public Utilities;Electric Utilities: Central
DAC;Danaos Corporation Common Stock;Greece;Transportation;Marine Transportation
DAL;Delta Air Lines Inc. Common Stock;United States;Transportation;Air Freight/Delivery Services
DAN;Dana Incorporated Common Stock ;United States;Capital Goods;Auto Parts:O.E.M.
DAO;Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share;;Consumer Services;Other Consumer Services
DAR;Darling Ingredients Inc. Common Stock;United States;Consumer Non-Durables;Packaged Foods
DASH;DoorDash Inc. Class A Common Stock;;Miscellaneous;Business Services
DAVA;Endava plc American Depositary Shares (each representing one Class A Ordinary Share);;Technology;EDP Services
DB;Deutsche Bank AG Common Stock;Germany;Finance;Major Banks
DBD;Diebold Nixdorf Incorporated Common Stock;United States;Miscellaneous;Office Equipment/Supplies/Services
DBI;Designer Brands Inc. Class A Common Stock;United States;Consumer Services;Clothing/Shoe/Accessory Stores
DBL;DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest;United States;;
DCF;BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock;;;
DCI;Donaldson Company Inc. Common Stock;United States;Capital Goods;Pollution Control Equipment
DCO;Ducommun Incorporated Common Stock;United States;Capital Goods;Military/Government/Technical
DCP;DCP Midstream  LP Common Units ;United States;Public Utilities;Natural Gas Distribution
DCP^B;DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units;United States;;
DCP^C;DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units;United States;;
DCUE;Dominion Energy Inc. 2019 Series A Corporate Units;United States;Public Utilities;Electric Utilities: Central
DD;DuPont de Nemours Inc. Common Stock;;Basic Industries;Major Chemicals
DDD;3D Systems Corporation Common Stock;United States;Technology;Computer Software: Prepackaged Software
DDF;Delaware Investments Dividend & Income Fund Inc. Common Stock;United States;;
DDS;Dillard's Inc. Common Stock;United States;Consumer Services;Department/Specialty Retail Stores
DDT;Dillard's Capital Trust I;United States;Consumer Services;Department/Specialty Retail Stores
DE;Deere & Company Common Stock;United States;Capital Goods;Industrial Machinery/Components
DEA;Easterly Government Properties Inc. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
DECK;Deckers Outdoor Corporation Common Stock;United States;Consumer Non-Durables;Shoe Manufacturing
DEH;D8 Holdings Corp. Class A Ordinary Shares;Hong Kong;Finance;Business Services
DEI;Douglas Emmett Inc. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
DELL;Dell Technologies Inc. Class C Common Stock ;;Technology;Computer Manufacturing
DEN;Denbury Inc. Common Stock;;Energy;Oil & Gas Production
DEO;Diageo plc Common Stock;United Kingdom;Consumer Non-Durables;Beverages (Production/Distribution)
DESP;Despegar.com Corp. Ordinary Shares;;Consumer Services;Transportation Services
DEX;Delaware Enhanced Global Dividend Common Shares of Beneficial Interest;United States;;
DFIN;Donnelley Financial Solutions Inc. Common Stock ;;Consumer Services;Other Consumer Services
DFNS;LGL Systems Acquisition Corp. Common Stock;United States;Finance;Business Services
DFP;Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock;;;
DFS;Discover Financial Services Common Stock;United States;Finance;Finance: Consumer Services
DG;Dollar General Corporation Common Stock;United States;Consumer Services;Department/Specialty Retail Stores
DGNR;Dragoneer Growth Opportunities Corp. Class A Ordinary Shares;United States;Finance;Business Services
DGX;Quest Diagnostics Incorporated Common Stock;United States;Health Care;Medical Specialities
DHF;BNY Mellon High Yield Strategies Fund Common Stock;United States;;
DHI;D.R. Horton Inc. Common Stock;United States;Capital Goods;Homebuilding
DHR;Danaher Corporation Common Stock;United States;Capital Goods;Industrial Machinery/Components
DHR^A;Danaher Corporation 4.75% Mandatory Convertible Preferred Stock Series A;United States;;
DHR^B;Danaher Corporation 5.00% Mandatory Convertible Preferred Stock Series B;United States;;
DHT;DHT Holdings Inc.;Jersey;Transportation;Marine Transportation
DHX;DHI Group Inc. Common Stock;United States;Miscellaneous;Business Services
DIAX;Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest;;;
DIN;Dine Brands Global Inc. Common Stock;United States;Consumer Services;Restaurants
DIS;Walt Disney Company (The) Common Stock;United States;Consumer Services;Services-Misc. Amusement & Recreation
DK;Delek US Holdings Inc. Common Stock;United States;Energy;Integrated oil Companies
DKL;Delek Logistics Partners L.P. Common Units representing Limited Partner Interests;United States;Energy;Natural Gas Distribution
DKS;Dick's Sporting Goods Inc Common Stock;United States;Consumer Services;Other Specialty Stores
DL;China Distance Education Holdings Limited American Depositary Shares;China;Consumer Services;Other Consumer Services
DLB;Dolby Laboratories Common Stock;United States;Miscellaneous;Multi-Sector Companies
DLNG;Dynagas LNG Partners LP Common Units;Greece;Consumer Services;Marine Transportation
DLNG^A;Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units;Greece;;
DLNG^B;Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units liquidation preference $25.00 per Uni;Greece;;
DLR;Digital Realty Trust Inc. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
DLR^C;Digital Realty Trust Inc. 6.625% Series C Cumulative Redeemable Perpetual Preferred Stock;United States;;
DLR^J;Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock;United States;;
DLR^K;Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share;United States;;
DLR^L;Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock;United States;;
DLX;Deluxe Corporation Common Stock;United States;Consumer Durables;Publishing
DLY;DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest;;;
DM;Desktop Metal Inc. Class A Common Stock;;Technology;Industrial Machinery/Components
DMB;BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock;;;
DMO;Western Asset Mortgage Opportunity Fund Inc. Common Stock;United States;;
DMS;Digital Media Solutions Inc. Class A Ordinary Shares;United States;Miscellaneous;Business Services
DMYD;dMY Technology Group Inc. II Class A Common Stock;United States;Finance;Business Services
DMYI;dMY Technology Group Inc. III Class A Common Stock;United States;Finance;Business Services
DNB;Dun & Bradstreet Holdings Inc. Common Stock;United States;Finance;Finance: Consumer Services
DNK;Phoenix Tree Holdings Limited American Depositary Shares each representing ten (10) Class A ordinary shares;;Consumer Services;Building operators
DNMR;Danimer Scientific Inc. Common Stock;;Basic Industries;Major Chemicals
DNOW;NOW Inc. Common Stock;;Energy;Metal Fabrications
DNP;DNP Select Income Fund Inc. Common Stock;United States;;
DOC;Physicians Realty Trust Common Shares of Beneficial Interest;United States;Consumer Services;Real Estate Investment Trusts
DOOR;Masonite International Corporation Ordinary Shares (Canada);Canada;Basic Industries;Forest Products
DOV;Dover Corporation Common Stock;United States;Technology;Industrial Machinery/Components
DOW;Dow Inc. Common Stock ;;Basic Industries;Major Chemicals
DPG;Duff & Phelps Utility and Infrastructure Fund Inc.;United States;;
DPZ;Domino's Pizza Inc Common Stock;United States;Consumer Non-Durables;Food Distributors
DQ;DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares;China;Technology;Semiconductors
DRD;DRDGOLD Limited American Depositary Shares;South Africa;Basic Industries;Precious Metals
DRE;Duke Realty Corporation Common Stock;United States;Consumer Services;Real Estate Investment Trusts
DRH;Diamondrock Hospitality Company Common Stock;United States;Consumer Services;Real Estate Investment Trusts
DRH^A;Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock;United States;;
DRI;Darden Restaurants Inc. Common Stock;United States;Consumer Services;Restaurants
DRQ;Dril-Quip Inc. Common Stock;United States;Energy;Metal Fabrications
DRUA;Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076;United States;Public Utilities;Electric Utilities: Central
DS;Drive Shack Inc.;United States;Consumer Services;Restaurants
DS^B;Drive Shack Inc. Preferred Series B;United States;;
DS^C;Drive Shack Inc. Preferred Series C;United States;;
DS^D;Drive Shack Inc. Pfd Ser D;United States;;
DSE;Duff & Phelps Select MLP and Midstream Energy Fund Inc.;United States;;
DSL;DoubleLine Income Solutions Fund Common Shares of Beneficial Interests;;;
DSM;BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock;United States;;
DSSI;Diamond S Shipping Inc. Common Stock ;;Consumer Services;Transportation Services
DSU;Blackrock Debt Strategies Fund Inc. Common Stock;United States;;
DSX;Diana Shipping inc. common stock;Greece;Transportation;Marine Transportation
DSX^B;Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands);Greece;;
DT;Dynatrace Inc. Common Stock;United States;Technology;Computer Software: Prepackaged Software
DTB;DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080;United States;Public Utilities;Electric Utilities: Central
DTE;DTE Energy Company Common Stock;United States;Public Utilities;Electric Utilities: Central
DTF;DTF Tax-Free Income Inc. Common Stock;United States;;
DTJ;DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076;United States;Public Utilities;Electric Utilities: Central
DTLA^;Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock;;;
DTP;DTE Energy Company 6.25% Corporate Units;United States;Public Utilities;Electric Utilities: Central
DTW;DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077;United States;Public Utilities;Electric Utilities: Central
DTY;DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076;United States;Public Utilities;Electric Utilities: Central
DUC;Duff & Phelps Utility & Corporate Bond Trust Inc. Common Stock;United States;;
DUK;Duke Energy Corporation (Holding Company) Common Stock;United States;Public Utilities;Power Generation
DUK^A;Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock;United States;Public Utilities;Power Generation
DUKB;Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078;United States;Public Utilities;Power Generation
DUKH;Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073;United States;Public Utilities;Power Generation
DVA;DaVita Inc. Common Stock;United States;Health Care;Misc Health and Biotechnology Services
DVD;Dover Motorsports Inc. Common Stock;United States;Consumer Services;Services-Misc. Amusement & Recreation
DVN;Devon Energy Corporation Common Stock;United States;Energy;Oil & Gas Production
DWIN;Delwinds Insurance Acquisition Corp. Class A Common Stock;;Finance;Business Services
DX;Dynex Capital Inc. Common Stock;United States;Consumer Services;Real Estate Investment Trusts
DX^B;Dynex Capital Inc. Preferred Series B;United States;;
DX^C;Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock;United States;;
DXC;DXC Technology Company Common Stock ;;Technology;EDP Services
DY;Dycom Industries Inc. Common Stock;United States;Basic Industries;Water Supply
DYFN;Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest;;;
E;ENI S.p.A. Common Stock;Italy;Energy;Oil & Gas Production
EAF;GrafTech International Ltd. Common Stock;United States;Energy;Industrial Machinery/Components
EAI;Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066;United States;Public Utilities;Electric Utilities: Central
EARN;Ellington Residential Mortgage REIT Common Shares of Beneficial Interest;United States;Consumer Services;Real Estate Investment Trusts
EAT;Brinker International Inc. Common Stock;United States;Consumer Services;Restaurants
EB;Eventbrite Inc. Class A Common Stock;United States;Technology;Computer Software: Programming Data Processing
EBF;Ennis Inc. Common Stock;United States;Consumer Services;Office Equipment/Supplies/Services
EBR;Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share);;Public Utilities;Electric Utilities: Central
EBS;Emergent Biosolutions Inc. Common Stock;United States;Health Care;Major Pharmaceuticals
EC;Ecopetrol S.A. American Depositary Shares;Colombia;Energy;Oil & Gas Production
ECC           ;Eagle Point Credit Company Inc. Common Stock;United States;;
ECCB;Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026;United States;;
ECCX;Eagle Point Credit Company Inc. 6.6875% Notes due 2028;United States;;
ECCY;Eagle Point Credit Company Inc. 6.75% Notes due 2027;United States;;
ECL;Ecolab Inc. Common Stock;United States;Basic Industries;Package Goods/Cosmetics
ECOM          ;ChannelAdvisor Corporation Common Stock;United States;Technology;Computer Software: Prepackaged Software
ED;Consolidated Edison Inc. Common Stock;United States;Public Utilities;Power Generation
EDD;Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock;United States;;
EDF;Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest;United States;;
EDI;Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests;United States;;
